Protein	WT-0-1	WT-0-2	WT-0-3	WT-0.5-1	WT-0.5-2	WT-0.5-3	WT-1-1	WT-1-2	WT-1-3	WT-3-1	WT-3-2	WT-3-3	WT-6-1	WT-6-2	WT-6-3	WT-12-1	WT-12-2	WT-12-3	WT-15-1	WT-15-2	WT-15-3	WT-18-1	WT-18-2	WT-18-3	3A-0-1	3A-0-2	3A-0-3	3A-0.5-1	3A-0.5-2	3A-0.5-3	3A-1-1	3A-1-2	3A-1-3	3A-3-1	3A-3-2	3A-3-3	3A-6-1	3A-6-2	3A-6-3	3A-12-1	3A-12-2	3A-12-3	3A-15-1	3A-15-2	3A-15-3	3A-18-1	3A-18-2	3A-18-3	3Amk-0-1	3Amk-0-2	3Amk-0-3	3Amk-0.5-1	3Amk-0.5-2	3Amk-0.5-3	3Amk-1-1	3Amk-1-2	3Amk-1-3	3Amk-3-1	3Amk-3-2	3Amk-3-3	3Amk-6-1	3Amk-6-2	3Amk-6-3	3Amk-12-1	3Amk-12-2	3Amk-12-3	3Amk-15-1	3Amk-15-2	3Amk-15-3	3Amk-18-1	3Amk-18-2	3Amk-18-3
avtA	0.78838	1.5031	0.75139	0	1.0448	0	0	0	0	0.77909	0.76845	0.78539	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74021	0.82091	0	0	0	0	0	0	0	0	0.97882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9795	0.96338	0.91532	0	0
b-lactamase	17.344	15.031	18.785	17.633	19.852	20.543	26.598	19.664	22.957	21.814	15.369	15.708	13.183	14.398	13.632	18.635	11.536	21.115	18.226	20.981	24.288	17.306	16.866	15.226	14.835	17.025	14.776	19.938	15	14.197	12.358	17.709	16.387	24.072	20.833	24.47	17.426	18.505	21.5	18.941	16.364	19.434	23.837	18.614	21.103	21.643	23.471	18.098	9.2866	7.8806	8.76	10.795	10.295	9.133	8.4121	12.866	15.476	10.895	14.736	11.43	11.696	14.76	14.86	12.196	14.682	10.672	9.1102	6.8565	10.597	7.3226	5.8744	6.2015
yaeT	6.307	6.0125	6.0111	9.335	5.2241	6.163	6.138	4.3698	3.2795	4.6745	5.3791	6.2831	2.3969	2.215	2.2721	2.9424	2.3072	3.1672	2.1443	3.1471	4.048	1.9229	4.2165	2.0302	2.1193	4.4412	2.4627	3.5186	2.1428	2.1842	1.1235	3.3204	2.1849	3.1399	2.9762	1.9576	3.0752	2.0561	2.15	1.9938	1.9251	1.9434	1.9864	2.1898	4.2207	3.7639	2.1337	4.0217	2.3217	2.2516	4.38	2.159	2.2877	3.0443	6.3091	3.9588	5.8034	3.2685	2.456	3.1172	1.9493	2.1086	3.4292	2.8144	3.9153	5.3362	3.0367	2.9385	5.7803	4.5766	1.9581	3.5437
bamB	2.3651	3.0062	3.0056	0	2.0896	4.1087	4.092	1.0925	1.0932	1.5582	3.0738	3.9269	0	0	1.136	0	0	0	0	0	0	0	0	1.0151	2.1193	1.4804	2.4627	0	0	0	1.1235	1.1068	1.0925	0	0.99207	1.9576	0	0	0	0	0	0	0	0	0	0	1.0669	1.0054	1.1608	1.1258	1.095	1.0795	1.1438	1.0148	0	0.98969	0.96724	0	0	0	1.9493	0	0	1.8763	0	1.7787	0	0.9795	0.96338	0	0	0
nlpB	0	0	0	0	0	1.0272	0	1.0925	0	0	0.76845	0.78539	0	0	0	0	0	0	0	0	0	0	2.1083	1.0151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94098	0	1.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9268	0	0	0
yfiO	1.5768	2.2547	1.5028	0	0	2.0543	0	1.0925	1.0932	1.5582	2.3053	2.3562	0	0	0	0	0	0							0	2.2206	1.6418	0	0	0	0	0	1.0925	0	0	0	0	0	0	0	0	0							2.3217	2.2516	2.19	0	0	0	1.0515	1.9794	0	0	0	0	0	0	0	0	0	0						
bcp	4.7303	4.5094	5.2597	4.1489	2.0896	4.1087	4.092	3.2774	3.2795	7.0118	6.916	7.8539	4.7938	5.5376	5.6802	6.8656	4.6143	4.2229	2.1443	6.2942	7.0841	3.8458	5.2707	4.0604	1.0597	1.4804	1.6418	0	0	0	1.1235	2.2136	2.1849	0	1.9841	2.9364	4.1003	1.0281	1.075	1.9938	0.96256	1.9434	1.9864	2.1898	2.1103	2.8229	1.0669	1.0054	2.3217	2.2516	2.19	2.159	3.4315	1.0148	0	0.98969	1.9345	1.0895	1.228	1.0391	0.97464	0	0	2.8144	0.97882	2.6681	2.0245	0.9795	0.96338	3.6613	1.9581	3.5437
betB										0	1.5369	0.78539	0	0	1.136	0.98079	0	1.0557	0	1.049	1.012	0	0	1.0151										0	0.99207	0.97882	1.0251	1.0281	1.075	1.9938	0	1.9434	0	2.1898	1.0552	0	2.1337	2.0109										1.0895	1.228	0	0.97464	1.0543	1.1431	0.93814	0	0.88936	0	0	0.96338	0.91532	0.97906	1.7718
bfr	1.5768	1.5031	1.5028	2.0744	1.0448	2.0543	3.069	2.1849	2.1864	9.349	9.2214	10.21	4.7938	4.4301	4.5441	4.904	4.6143	3.1672	5.3607	3.1471	5.06	9.6145	9.4872	9.1358	2.1193	2.2206	3.2836	2.3457	2.1428	2.1842	2.247	2.2136	2.1849	4.1865	2.9762	3.9153	4.1003	4.1122	2.15	0.99691	1.9251	1.9434	0.99321	0	1.0552	0.94098	1.0669	1.0054	2.3217	2.2516	2.19	2.159	2.2877	2.0296	2.103	1.9794	1.9345	2.179	2.456	2.0781	2.9239	3.1629	4.5722	5.6288	4.8941	3.5575	9.1102	9.795	10.597	5.4919	8.8116	7.9733
bglA										0	0	0.78539	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
bioB	0	0.75156	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0															
typA	9.4606	10.522	11.271	9.335	12.538	12.326	11.253	15.294	13.118	14.803	13.064	14.137	10.786	13.29	13.632	15.693	12.689	14.78	18.226	18.883	16.192	17.306	17.92	16.241	11.656	11.103	12.314	15.247	12.857	10.921	14.605	13.282	15.294	11.513	15.873	14.682	15.376	13.365	10.75	15.951	10.588	14.576	17.878	17.519	18.993	17.879	18.137	13.071	6.965	6.7548	7.665	11.875	12.582	11.163	14.721	13.856	14.509	10.895	15.964	10.391	12.67	11.597	11.431	16.887	16.64	13.34	15.184	15.672	15.414	14.645	17.623	15.061
bolA	0	0	0	0	0	0	1.023	1.0925	0	3.1163	3.0738	2.3562	1.1984	2.215	2.2721	0.98079	0	1.0557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0932	1.9841	0.97882	1.0251	0	1.075	0	0	0.97171	0.99321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0895	0	2.0781	0.97464	1.0543	1.1431	1.8763	0	0.88936	0	0	0	0	0	0
brnQ	1.5768	1.5031	3.7569	1.0372	4.1793	4.1087	3.069	0	1.0932	0	0.76845	0	0	0	0	0	0	0							0	2.2206	3.2836	0	1.0714	1.0921	4.4939	4.4273	0	1.0466	0	0	1.0251	0	0	0	0	0							2.3217	2.2516	2.19	4.3181	3.4315	3.0443	0	1.9794	0.96724	3.2685	0	3.1172	0	0	0	0	0	0						
btuE	0	0	0	0	0	0	1.023	0	2.1864	5.4536	3.8422	4.7123	3.5953	4.4301	6.8162	7.8464	4.6143	6.3344	7.505	5.2451	6.0721	9.6145	10.541	8.1207	0	0	0	0	0	0	0	0	0	0	0.99207	0	3.0752	5.1403	2.15	0.99691	4.8128	3.8868	1.9864	3.2847	3.1655	4.7049	3.2006	8.0434	0	0	0	0	0	0	0	0	0	0	0	0	1.9493	1.0543	1.1431	1.8763	1.9576	1.7787	5.0612	4.8975	6.7437	10.069	5.8744	7.0874
can	0.78838	0.75156	0	0	0	2.0543	0	1.0925	1.0932	0.77909	1.5369	1.5708	1.1984	1.1075	1.136	0	0	1.0557	1.0721	1.049	0	0.96145	0	2.0302	0	1.4804	0	0	1.0714	0	0	1.1068	1.0925	4.1865	0.99207	0.97882	0	0	1.075	0	0	0.97171	0.99321	0	0	2.8229	0	0	1.1608	0	1.095	0	0	1.0148	0	0	0	0	0	0	0	2.1086	0	0.93814	3.9153	2.6681	2.0245	0.9795	1.9268	2.746	3.9162	3.5437
carA										0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0.97171																0	0	0	0	0	0	0	0	0						
carB	0	0	0.75139	3.1117	6.2689	5.1358	4.092	3.2774	4.3727	11.686	9.9898	12.566	5.9922	5.5376	5.6802	4.904	2.3072	2.1115	5.3607	3.1471	4.048	4.8073	5.2707	2.0302	0	0	0	0	1.0714	1.0921	4.4939	8.8545	2.1849	7.3263	10.913	7.8305	19.476	23.645	18.275	18.941	14.438	21.378	20.857	17.519	17.938	13.174	17.07	20.109	0	0	0	6.4771	5.7192	7.1035	14.721	15.835	17.41	14.163	17.192	15.586	13.645	10.543	10.288	15.948	14.682	16.009	18.22	17.631	16.377	14.645	10.77	13.289
cat	14.979	15.031	15.028	19.707	19.852	15.407	15.345	15.294	19.677	11.686	13.832	11.781	16.778	21.043	22.721	13.731	18.457	10.557	11.794	14.686	11.132	13.46	17.92	13.196	14.835	19.245	22.985	23.457	20.357	22.934	24.717	27.67	22.941	17.793	20.833	19.576	25.627	21.589	17.2	11.963	16.364	14.576	14.898	21.898	16.883	14.115	17.07	17.092	22.056	21.39	20.805	24.829	18.301	28.414	14.721	18.804	18.378	30.506	20.876	28.055	16.569	22.14	24.004	14.072	15.661	16.898	13.159	13.713	12.524	12.815	13.707	15.061
cbpA										1.5582	0.76845	1.5708	1.1984	2.215	2.2721	1.9616	2.3072	3.1672	2.1443	2.0981	3.036	0.96145	1.0541	3.0453										0	0	0	0	0	0	0	0.96256	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdsA										0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																1.0895	0	0	0	0	0	0	0	0						
clpA	0	0.75156	0	0	0	0	1.023	2.1849	4.3727	1.5582	1.5369	2.3562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82091	0	0	0	0	1.1068	0	3.1399	1.9841	1.9576	2.0501	2.0561	2.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.358	3.684	4.1562	2.9239	2.1086	4.5722	3.7526	3.9153	5.3362	0	0	0	0	0.97906	1.7718
clpB	18.921	18.789	21.79	13.484	8.3585	11.299	9.207	10.925	10.932	24.152	24.59	24.347	40.747	42.086	45.441	65.713	69.215	65.455	66.473	63.991	62.745	73.071	74.844	74.102	14.835	18.505	14.776	19.938	25.714	25.118	17.976	18.816	21.849	25.119	28.77	23.492	29.727	35.982	32.251	29.907	31.764	28.18	31.783	32.847	29.545	29.17	34.14	32.174	13.93	16.887	15.33	21.59	25.164	20.296	27.339	29.691	33.853	32.685	40.524	36.367	45.808	40.063	40.007	36.587	37.195	34.685	38.465	34.283	43.352	39.359	33.288	40.752
clpP	0.78838	0	0	0	0	0	0	0	1.0932	2.3373	1.5369	1.5708	1.1984	2.215	4.5441	1.9616	3.4608	2.1115	2.1443	3.1471	4.048	3.8458	4.2165	4.0604	0	1.4804	0	0	0	2.1842	0	0	0	2.0932	0.99207	1.9576	1.0251	1.0281	3.2251	1.9938	1.9251	1.9434	1.9864	2.1898	3.1655	3.7639	2.1337	3.0163	0	0	1.095	1.0795	0	1.0148	1.0515	0	0	0	0	1.0391	3.8986	2.1086	1.1431	0.93814	1.9576	3.5575	3.0367	3.918	2.8901	3.6613	4.8953	5.3155
clpX	11.037	11.273	10.519	7.2606	9.4034	11.299	11.253	12.017	10.932	14.803	11.527	11.781	10.786	8.8602	10.224	4.904	6.9215	5.2786	4.2886	5.2451	5.06	4.8073	5.2707	3.0453	5.2983	8.1423	9.03	10.556	10.714	10.921	12.358	12.175	13.109	13.606	13.889	12.725	12.301	10.281	12.9	4.9845	4.8128	5.8303	3.9728	5.4746	7.3861	3.7639	2.1337	4.0217	9.2866	10.132	10.95	10.795	10.295	9.133	12.618	10.887	11.607	17.432	14.736	12.469	12.67	14.76	11.431	8.4433	6.8517	11.562	8.098	7.836	9.6338	10.069	5.8744	8.8592
cmk	0.78838	0.75156	0	0	0	0	0	1.0925	0	1.5582	2.3053	1.5708	1.1984	1.1075	1.136	0	1.1536	1.0557	1.0721	1.049	1.012	0.96145	1.0541	0	0	0.74021	0.82091	1.1729	0	0	1.1235	1.1068	1.0925	1.0466	0.99207	0.97882	1.0251	1.0281	1.075	0.99691	0.96256	0	0	0	0	0	0	0	0	0	0	0	0	1.0148	1.0515	0.98969	0	1.0895	1.228	1.0391	0	1.0543	1.1431	0.93814	0	0.88936	0	0	0.96338	0	0	0
corA										0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																1.0895	0	0	0	0	0	0	0	0						
cpxR										3.1163	3.8422	2.3562	0	1.1075	2.2721	2.9424	0	3.1672	2.1443	4.1961	6.0721	4.8073	4.2165	6.0906										0	0.99207	2.9364	0	0	0	1.9938	0	1.9434	2.9796	3.2847	1.0552	1.882	3.2006	3.0163										0	0	0	1.9493	3.1629	0	2.8144	0.97882	3.5575	3.0367	4.8975	5.7803	2.746	3.9162	3.5437
crl										0.77909	0.76845	1.5708	0	0	0	0	0	0	0	0	1.012	0	0	0										2.0932	0.99207	0	0	0	0	1.9938	0.96256	0.97171	0	1.0949	1.0552	0.94098	1.0669	0										0	0	0	0.97464	1.0543	0	0.93814	1.9576	0	1.0122	0	0	0	0.97906	0.88592
crp	5.5187	6.0125	6.7625	8.2978	4.1793	3.0815	3.069	3.2774	3.2795	7.0118	6.916	7.0685	2.3969	5.5376	6.8162	3.9232	5.7679	6.3344	7.505	8.3922	7.0841	6.7302	7.3789	6.0906	6.3579	5.9216	7.3882	2.3457	3.2142	3.2763	3.3704	4.4273	4.3698	7.3263	8.9286	6.8517	6.1504	4.1122	6.4501	6.9784	3.8502	5.8303	8.9389	7.6644	10.552	7.5278	10.669	8.0434	5.8041	4.5032	7.665	4.3181	5.7192	3.0443	6.3091	5.9382	3.869	7.6265	6.14	4.1562	6.8225	7.3801	6.8583	5.6288	6.8517	6.2255	7.0857	7.836	4.8169	10.984	6.8534	7.0874
crr	10.249	9.0187	8.2653	12.447	13.583	10.272	12.276	10.925	10.932	10.907	11.527	11.781	11.984	9.9677	9.0883	11.77	9.2287	11.613	15.01	12.588	11.132	17.306	18.974	17.257	10.597	11.103	9.8509	12.901	11.786	12.013	11.235	9.9613	10.925	12.559	13.889	10.767	11.276	11.309	12.9	11.963	13.476	10.689	12.912	20.803	20.048	18.82	18.137	17.092	8.1258	7.8806	7.665	11.875	11.438	10.148	11.567	10.887	13.541	11.984	15.964	14.547	14.62	14.76	13.717	15.01	14.682	13.34	13.159	18.611	16.377	17.391	17.623	12.403
cspA	1.5768	3.0062	1.5028	2.0744	1.0448	1.0272	4.092	3.2774	2.1864	2.3373	3.0738	3.1416	1.1984	1.1075	2.2721	1.9616	0	1.0557	1.0721	0	2.024	0.96145	1.0541	1.0151	3.179	3.701	2.4627	5.8643	4.2857	5.4604	2.247	3.3204	4.3698	3.1399	4.9604	6.8517	5.1253	3.0842	4.3001	2.9907	2.8877	3.8868	2.9796	4.3797	4.2207	4.7049	5.3343	4.0217	3.4825	4.5032	3.285	2.159	5.7192	3.0443	3.1545	2.9691	1.9345	5.4475	4.912	6.2344	4.8732	4.2172	4.5722	2.8144	2.9364	3.5575	0	2.9385	0.96338	0	0.97906	0.88592
cspC	3.1535	3.7578	3.7569	7.2606	6.2689	6.163	6.138	7.6472	4.3727	7.7909	5.3791	6.2831	9.5876	6.6451	5.6802	8.8271	8.0751	8.4458	9.6493	10.49	8.0961	9.6145	10.541	9.1358	4.2386	3.701	4.1045	4.6914	4.2857	5.4604	5.6174	4.4273	5.4623	9.4196	5.9524	5.8729	6.1504	6.1683	8.6001	9.9691	8.663	7.7737	8.9389	9.8542	9.4965	8.4688	10.669	11.06	5.8041	7.8806	5.475	5.3976	4.5754	5.0739	5.2576	3.9588	4.8362	6.537	4.912	5.1953	7.7971	7.3801	6.8583	7.5051	8.8093	8.8936	8.098	6.8565	7.707	10.984	10.77	9.7451
cspE	3.1535	4.5094	3.0056	5.1861	5.2241	5.1358	4.092	3.2774	4.3727	2.3373	3.0738	2.3562	3.5953	4.4301	6.8162	2.9424	2.3072	3.1672	2.1443	2.0981	2.024	3.8458	5.2707	4.0604	3.179	2.9608	2.4627	5.8643	5.3571	5.4604	5.6174	3.3204	5.4623	4.1865	4.9604	3.9153	4.1003	5.1403	5.3751	3.9876	4.8128	3.8868	2.9796	2.1898	7.3861	4.7049	4.2674	3.0163	4.6433	0	3.285	7.5566	5.7192	4.0591	3.1545	3.9588	2.9017	4.358	4.912	4.1562	5.8478	8.4343	4.5722	1.8763	6.8517	1.7787	3.0367	3.918	1.9268	4.5766	3.9162	4.4296
cusR	0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	1.095	0	0	0	0	0	0															
cyaY	0.78838	0.75156	0.75139	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																1.1608	0	1.095	0	0	0	0	0	0															
cydA	3.1535	3.7578	2.2542	1.0372	2.0896	1.0272	1.023	1.0925	0	2.3373	3.0738	0.78539	0	0	0	0	0	1.0557	0	0	0	0	1.0541	0	1.0597	1.4804	1.6418	1.1729	0	0	0	1.1068	1.0925	0	0.99207	0	0	1.0281	0	0.99691	0	0.97171	0.99321	1.0949	0	0.94098	1.0669	1.0054	3.4825	3.3774	4.38	2.159	1.1438	2.0296	3.1545	1.9794	2.9017	1.0895	1.228	2.0781	0.97464	1.0543	0	0	0	0	0	0	0.96338	1.8306	0.97906	1.7718
cydB	0.78838	1.5031	1.5028	1.0372	1.0448	0	0	0	0	1.5582	1.5369	0.78539	0	3.3226	0	0	2.3072	1.0557	0	0	0	0	0	0	0	2.9608	0	0	0	0	0	0	0	3.1399	0.99207	0.97882	1.0251	1.0281	0	0.99691	0.96256	0	0.99321	0	1.0552	0	0	0	1.1608	1.1258	3.285	0	0	0	0	0	0	2.179	2.456	3.1172	0.97464	0	1.1431	0.93814	0	1.7787	0	0	0	0	0	0
cyoA	2.3651	2.2547	2.2542	2.0744	2.0896	2.0543	2.046	1.0925	1.0932	0	2.3053	0.78539	0	0	0	0	0	0	0	0	0	1.9229	2.1083	1.0151	0	3.701	1.6418	1.1729	2.1428	0	2.247	2.2136	1.0925	3.1399	0.99207	1.9576	1.0251	0	1.075	0.99691	0	0	1.9864	0	1.0552	1.882	0	2.0109	0	0	1.095	1.0795	0	1.0148	1.0515	0.98969	0.96724	1.0895	0	1.0391	0	0	0	0	0	0.88936	0	0.9795	0.96338	0	0.97906	0.88592
cyoB	0.78838	1.5031	0.75139	2.0744	2.0896	2.0543	1.023	0	1.0932	0.77909	0.76845	0	0	0	0	0	0	0							0	0	0.82091	0	0	1.0921	0	0	0	1.0466	0.99207	0	0	0	0	0	0	0							1.1608	0	2.19	0	0	0	1.0515	0.98969	0.96724	0	1.228	1.0391	0	1.0543	0	0	0	0						
cyoC										0.77909	0.76845	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
cysD	0	0	0	0	0	0	4.092	2.1849	2.1864	0.77909	1.5369	1.5708	2.3969	3.3226	1.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1235	2.2136	1.0925	0	0.99207	1.9576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91532	0	0
cysH	0	0	0	0	0	0	0	0	1.0932	1.5582	2.3053	0.78539	0	1.1075	1.136	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
cysI	0	0	0	0	0	0	5.115	5.4623	4.3727	3.8954	4.6107	6.2831	4.7938	5.5376	5.6802	1.9616	0	0	1.0721	0	1.012	0.96145	1.0541	0	0	0	0	0	0	0	1.1235	3.3204	1.0925	2.0932	0.99207	2.9364	1.0251	0	1.075	4.9845	3.8502	0.97171	3.9728	2.1898	5.2758	8.4688	4.2674	8.0434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9795	0	1.8306	2.9372	3.5437
cysJ	0	0	0	1.0372	0	0	3.069	2.1849	2.1864	3.1163	3.8422	6.2831	7.1907	9.9677	7.9522	5.8848	6.9215	6.3344	5.3607	7.3432	6.0721	4.8073	6.3248	6.0906	0	0	0	0	0	0	0	0	0	7.3263	6.9445	7.8305	4.1003	3.0842	5.3751	5.9815	7.7005	7.7737	7.9457	5.4746	8.4413	5.6459	6.4012	5.0272	0	0	0	0	0	0	0	0	0	1.0895	0	0	0	2.1086	1.1431	0.93814	0.97882	0.88936	1.0122	1.959	0.96338	5.4919	3.9162	5.3155
cysK	5.5187	8.2672	6.7625	12.447	9.4034	6.163	9.207	10.925	14.211	14.803	16.906	14.922	27.564	21.043	26.129	27.462	25.379	30.616	36.453	31.471	28.336	37.497	39.003	40.604	9.5369	8.1423	7.3882	10.556	8.5713	6.5525	7.8644	14.389	13.109	18.839	19.841	19.576	16.401	16.449	13.975	26.917	26.952	29.151	27.81	35.037	29.545	31.052	34.14	35.19	10.447	10.132	7.665	8.6361	8.0069	7.1035	9.4636	7.9176	7.7379	13.074	11.052	11.43	14.62	11.597	13.717	16.887	17.619	18.677	25.306	24.488	23.121	27.46	31.33	27.464
cysN	0	0	0	1.0372	0	0	4.092	3.2774	2.1864	3.1163	2.3053	2.3562	3.5953	3.3226	3.4081	0.98079	0	1.0557	0	1.049	0	0	0	0	0	0	0	0	0	0	4.4939	3.3204	3.2774	3.1399	2.9762	2.9364	1.0251	1.0281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cysP	0	0	0	0	0	0	0	0	1.0932	0	0	0	0	0	0	1.9616	0	0	0	1.049	2.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cysS	1.5768	3.0062	2.2542	0	1.0448	0	1.023	0	0	1.5582	2.3053	2.3562	0	0	0	0	0	0							0	0	0.82091	0	0	0	0	0	0	1.0466	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93814	0	0						
dacA	0	2.2547	0.75139	0	0	0	0	0	0																0	0.74021	0	0	0	0	0	0	0																1.1608	1.1258	1.095	0	0	0	0	0	0															
dacC	0	0	0	0	0	0	0	0	0	1.5582	2.3053	0.78539	0	0	0	0	0	0	0	0	0	0	0	1.0151	0	0.74021	0	0	0	0	0	0	0	0	0	0	0	0	1.075	0	1.9251	0	0	0	0	1.882	0	1.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9268	0	0.97906	0
dadA										0.77909	0.76845	0	0	0	0	0	0	0																0	0	0	0	1.0281	0	0	0	0																0	0	0	0	0	0	0	0	0						
damX	0.78838	0	1.5028	0	0	0	0	0	0	0	0.76845	0.78539	0	1.1075	0	0	0	0							0	0.74021	0.82091	0	0	0	1.1235	0	0	0	0	0	0	0	0	0	0	0							1.1608	0	1.095	0	0	0	2.103	0	0	0	0	0	0	0	0	0	0	0						
dapA	0.78838	3.7578	2.2542	2.0744	0	2.0543	5.115	4.3698	3.2795	4.6745	4.6107	6.2831	4.7938	3.3226	3.4081	1.9616	3.4608	2.1115	1.0721	2.0981	1.012	1.9229	2.1083	2.0302	2.1193	2.2206	1.6418	1.1729	1.0714	1.0921	0	0	1.0925	5.2331	4.9604	3.9153	4.1003	4.1122	4.3001	1.9938	1.9251	1.9434	0	0	2.1103	1.882	2.1337	2.0109	3.4825	2.2516	3.285	2.159	1.1438	0	0	2.9691	0.96724	4.358	3.684	4.1562	0.97464	2.1086	3.4292	2.8144	1.9576	1.7787	2.0245	1.959	1.9268	1.8306	0.97906	1.7718
dapD	11.826	7.5156	9.0167	9.335	10.448	9.2445	9.207	9.8321	9.8386	10.907	11.527	9.4247	11.984	8.8602	9.0883	10.789	9.2287	10.557	10.721	12.588	10.12	9.6145	10.541	10.151	11.656	9.6227	10.672	7.0371	7.4999	6.5525	7.8644	11.068	9.8321	11.513	10.913	12.725	10.251	10.281	10.75	11.963	12.513	10.689	12.912	9.8542	13.717	11.292	12.802	10.054	10.447	11.258	13.14	8.6361	8.0069	7.1035	8.4121	7.9176	6.7707	10.895	12.28	9.3515	9.7464	9.4886	9.1445	11.258	11.746	10.672	12.147	12.734	10.597	10.984	10.77	11.517
dcrB	0.78838	1.5031	0	0	0	0	0	0	0	2.3373	3.8422	3.9269	0	0	0	0.98079	0	1.0557	2.1443	1.049	2.024	2.8844	3.1624	0	1.0597	0.74021	2.4627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97171	0.99321	0	1.0552	2.8229	2.1337	2.0109	1.1608	1.1258	1.095	0	0	0	0	0	0.96724	0	0	0	0.97464	0	0	0.93814	1.9576	0.88936	2.0245	3.918	0.96338	3.6613	4.8953	0.88592
dcuA	0.78838	1.5031	0	0	2.0896	1.0272	1.023	2.1849	1.0932	0.77909	0.76845	0.78539	2.3969	1.1075	0	0	2.3072	1.0557	0	1.049	1.012	0.96145	0	0	2.1193	1.4804	0	0	1.0714	0	2.247	0	0	1.0466	0.99207	1.9576	1.0251	2.0561	1.075	0	0	0	0	1.0949	0	0	0	0	2.3217	4.5032	2.19	2.159	1.1438	1.0148	2.103	0.98969	0	2.179	2.456	2.0781	0	1.0543	1.1431	0	0	0	0	0	0	0	0	0
ddl	0	2.2547	0.75139	0	0	1.0272	0	0	0	0.77909	0.76845	1.5708	0	0	0	0	0	0							0	0	0	0	0	0	0	1.1068	0	0	0	0	0	0	0	0	0	0							1.1608	0	2.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
deaD	16.556	17.286	19.536	24.893	26.12	22.598	21.483	20.757	20.77	2.3373	3.8422	5.4977	0	0	0	0	0	0	0	0	0	0	0	0	19.074	18.505	18.881	26.976	27.857	29.486	24.717	25.457	26.219	10.466	13.889	12.725	2.0501	1.0281	2.15	0	0	0	0	0	0	0	0	0	19.734	21.39	24.09	20.511	20.589	30.443	25.236	22.763	23.214	21.79	22.104	21.82	11.696	14.76	17.146	5.6288	3.9153	7.1149	1.0122	1.959	2.8901	0	0	0
def	1.5768	1.5031	1.5028	0	0	0	0	0	0	1.5582	1.5369	1.5708	0	0	0	0	0	0							0	1.4804	1.6418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
degP	0.78838	1.5031	1.5028	1.0372	2.0896	1.0272	2.046	1.0925	1.0932	0.77909	3.0738	3.1416	1.1984	1.1075	1.136	0.98079	1.1536	1.0557	1.0721	1.049	1.012	0.96145	1.0541	1.0151	0	0.74021	0	0	0	0	0	0	0	0	0	0.97882	0	0	0	0	0	0	0	0	1.0552	0	0	0	1.1608	1.1258	2.19	1.0795	0	1.0148	0	0.98969	0	1.0895	0	0	0.97464	2.1086	0	0.93814	0.97882	0.88936	1.0122	0	0.96338	0	0	0
degQ										0	0	0	0	1.1075	0	0	0	0	0	0	1.012	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
