# Program:featureCounts v1.5.0-p3; Command:"/users/joonhoonkim/bin/anaconda/bin/featureCounts" "-T" "24" "--primary" "-s" "1" "-t" "exon" "-g" "gene_id" "-a" "NC_017638_pBbA5c_pTrc99A.gtf" "-o" "RNA_Seq_counts_s1.txt" "mapped/bwa_all/3A-0-1.bam" "mapped/bwa_all/3A-0-2.bam" "mapped/bwa_all/3A-1-1.bam" "mapped/bwa_all/3A-12-1.bam" "mapped/bwa_all/3A-12-2.bam" "mapped/bwa_all/3A-1-2.bam" "mapped/bwa_all/3Amk-0-1.bam" "mapped/bwa_all/3Amk-0-2.bam" "mapped/bwa_all/3Amk-12-1.bam" "mapped/bwa_all/3Amk-12-2.bam" "mapped/bwa_all/3Amk-1-2.bam" "mapped/bwa_all/3Amk-1-3.bam" "mapped/bwa_all/WT-0-1.bam" "mapped/bwa_all/WT-0-2.bam" "mapped/bwa_all/WT-1-1.bam" "mapped/bwa_all/WT-12-1.bam" "mapped/bwa_all/WT-12-3.bam" "mapped/bwa_all/WT-1-2.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped/bwa_all/3A-0-1.bam	mapped/bwa_all/3A-0-2.bam	mapped/bwa_all/3A-1-1.bam	mapped/bwa_all/3A-12-1.bam	mapped/bwa_all/3A-12-2.bam	mapped/bwa_all/3A-1-2.bam	mapped/bwa_all/3Amk-0-1.bam	mapped/bwa_all/3Amk-0-2.bam	mapped/bwa_all/3Amk-12-1.bam	mapped/bwa_all/3Amk-12-2.bam	mapped/bwa_all/3Amk-1-2.bam	mapped/bwa_all/3Amk-1-3.bam	mapped/bwa_all/WT-0-1.bam	mapped/bwa_all/WT-0-2.bam	mapped/bwa_all/WT-1-1.bam	mapped/bwa_all/WT-12-1.bam	mapped/bwa_all/WT-12-3.bam	mapped/bwa_all/WT-1-2.bam
metN	NC_017638.1	221615	222646	-	1032	246	136	69	6	19	47	125	111	117	112	704	325	20	51	102	13	6	76
gmhB	NC_017638.1	222834	223409	+	576	573	544	180	48	23	385	265	324	36	48	219	77	497	518	347	2	25	172
dkgB	NC_017638.1	229168	229971	+	804	182	147	93	38	47	67	120	145	24	6	18	24	140	102	119	11	0	123
yafC	NC_017638.1	229968	230882	-	915	490	410	573	201	234	697	267	198	39	46	226	112	299	233	534	22	2	507
yafD	NC_017638.1	231123	231923	+	801	930	770	638	1104	1050	736	636	677	495	380	807	648	893	709	1577	499	663	718
yafE	NC_017638.1	231927	232550	+	624	64	63	19	58	35	51	59	24	25	39	59	75	11	49	84	52	65	20
mltD	NC_017638.1	232598	233956	-	1359	531	513	253	50	31	123	680	650	274	248	200	240	378	638	235	1	5	216
gloB	NC_017638.1	234028	234783	-	756	179	140	63	53	54	116	128	89	34	11	132	51	104	148	202	12	25	182
yafS	NC_017638.1	234817	235539	+	723	167	263	36	6	17	129	156	147	39	16	153	83	128	181	320	8	0	97
rnhA	NC_017638.1	235536	236003	-	468	468	374	41	27	27	109	326	474	11	36	191	66	288	440	290	0	0	195
dnaQ	NC_017638.1	236068	236799	+	732	2768	2077	2179	797	660	2478	2268	2332	531	518	1528	1247	1486	2090	3911	48	101	2286
yafT	NC_017638.1	237336	238121	+	786	78	73	6	1	0	22	94	106	1	10	43	29	50	120	33	0	0	9
yafU	NC_017638.1	238747	239085	-	339	4	2	0	0	4	15	0	5	0	1	0	1	0	0	0	0	3	0
yafF	NC_017638.1	239191	239379	+	189	0	0	0	5	4	0	2	0	0	0	0	0	0	0	0	0	0	0
yafV	NC_017638.1	239420	240190	-	771	292	231	172	60	86	344	154	133	50	43	134	53	151	181	435	12	14	237
ivy	NC_017638.1	240344	240817	+	474	482	385	195	25	53	280	343	308	266	220	267	144	288	402	992	34	7	750
fadE	NC_017638.1	240860	243304	-	2445	75	146	98	168	104	102	109	151	27	70	99	123	62	22	259	38	14	149
lpcA	NC_017638.1	243544	244122	+	579	875	803	587	224	279	588	700	636	275	151	432	192	746	963	605	40	60	395
yafJ	NC_017638.1	244328	245095	+	768	679	478	386	226	143	552	406	388	227	155	420	269	493	917	980	33	51	529
yafK	NC_017638.1	245066	245806	-	741	619	310	107	39	57	116	362	536	117	120	161	82	267	484	208	15	27	28
yafQ	NC_017638.1	245962	246240	-	279	4858	3406	6235	4582	5246	7108	4725	4319	3455	2322	5705	6516	1452	2713	4130	1611	3674	6277
dinJ	NC_017638.1	246243	246503	-	261	361	334	555	1339	1808	831	392	356	294	422	379	312	237	241	439	243	475	794
yafL	NC_017638.1	246713	247462	+	750	38	1	8	18	16	28	6	1	18	11	20	36	11	15	37	2	1	26
yafM	NC_017638.1	247638	248135	+	498	67	116	71	40	90	103	65	59	26	4	56	33	78	54	90	0	0	73
fhiA	NC_017638.1	248359	250098	-	1740	20	3	0	2	8	28	10	24	0	4	22	0	1	9	29	0	0	14
mbhA	NC_017638.1	250058	250828	+	771	6	14	11	15	7	30	28	9	23	10	5	0	16	6	21	0	0	33
dinB	NC_017638.1	250899	251954	+	1056	180	203	66	44	51	88	91	97	85	23	97	10	158	85	238	17	15	117
yafN	NC_017638.1	252006	252299	+	294	104	29	101	120	72	67	37	44	24	29	116	62	54	91	230	37	14	212
yafO	NC_017638.1	252302	252700	+	399	77	86	30	44	35	77	61	38	26	53	130	17	34	49	203	0	3	70
yafP	NC_017638.1	252710	253162	+	453	22	44	14	3	5	44	32	33	31	34	31	66	9	25	59	11	0	60
ykfJ	NC_017638.1	253468	253734	+	267	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
prfH	NC_017638.1	253703	254203	+	501	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
pepD	NC_017638.1	254260	255717	-	1458	6529	5074	1408	627	596	2088	3683	4033	528	365	2268	1052	6152	5765	2609	78	61	1459
gpt	NC_017638.1	255978	256436	+	459	347	432	42	17	9	63	381	422	34	23	87	21	388	895	113	10	15	98
frsA	NC_017638.1	256528	257772	+	1245	987	860	1159	303	261	1667	892	854	344	218	811	686	751	834	1563	43	81	1355
crl	NC_017638.1	257830	258231	+	402	4449	3230	2918	451	461	4609	2448	2589	939	1115	3436	1925	1997	2562	7429	71	136	5168
phoE	NC_017638.1	258270	259325	-	1056	39	49	88	755	608	102	41	21	12	20	5	10	21	12	31	1	6	17
proB	NC_017638.1	259613	260716	+	1104	1079	1108	320	939	936	610	545	683	233	155	420	101	1604	1583	628	69	43	280
proA	NC_017638.1	260728	261981	+	1254	519	502	149	505	471	143	274	350	85	39	92	57	636	499	310	34	34	240
ykfI	NC_017638.1	262553	262894	-	342	0	6	0	3	0	0	0	0	0	9	0	9	6	0	0	0	0	0
yafW	NC_017638.1	262915	263232	-	318	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ykfH	NC_017638.1	263251	263472	-	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ykfG	NC_017638.1	263481	263957	-	477	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
yafX	NC_017638.1	263973	264431	-	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ykfF	NC_017638.1	264529	264768	-	240	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ykfB	NC_017638.1	264845	265312	-	468	904	850	702	440	399	1356	789	841	398	155	556	526	616	1116	1496	236	260	1536
yafY	NC_017638.1	265335	266192	-	858	49	65	13	9	10	82	31	24	6	10	19	30	67	39	182	9	0	76
yafZ	NC_017638.1	266409	267230	-	822	50	25	0	0	0	16	12	7	0	1	0	6	3	6	0	0	0	0
ykfA	NC_017638.1	267322	268185	-	864	34	88	11	29	23	38	49	35	0	2	2	3	60	29	50	0	14	40
perR	NC_017638.1	268514	269407	-	894	27	13	7	13	0	0	39	20	9	13	32	11	0	17	22	8	0	15
insN	NC_017638.1;NC_017638.1	269467;4486967	269871;4487233	+;+	672	307	143	134	73	51	172	201	183	64	7	79	77	118	146	247	16	41	128
insI	NC_017638.1;NC_017638.1;NC_017638.1	269828;1451540;4487236	270979;1452691;4488387	+;+;-	3456	3824	2656	1873	337	345	2892	1775	2035	272	200	1912	1140	1934	2760	2716	54	73	1927
insO	NC_017638.1;NC_017638.1	271055;4488728	271480;4489324	+;+	1023	234	101	42	27	27	81	145	92	43	10	126	95	107	107	101	1	19	38
ykfC	NC_017638.1	272072	273217	+	1146	50	26	3	25	33	31	38	31	15	0	109	19	19	78	37	1	17	39
insH	NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1	273326;294457;566399;678257;1081651;1409928;2050108;2085698;2274059;3343608;3630088;3868728;1278220;1377059;1380609;1725750;1893378;2158195;3108121	274306;295437;567379;679237;1082667;1410908;2051124;2086714;2275075;3344588;3631104;3869744;1279200;1378075;1381625;1726730;1894358;2159211;3109101	-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+	18963	4140	3156	2435	966	980	3621	2999	2841	808	716	3206	1479	3290	3194	4186	599	983	3333
mmuP	NC_017638.1	274550	275953	+	1404	18	8	1	6	7	3	9	1	31	24	132	121	9	2	30	0	12	43
mmuM	NC_017638.1	275940	276872	+	933	65	49	7	21	12	20	43	53	28	49	104	61	83	88	94	6	23	93
afuC	NC_017638.1	276981	278027	-	1047	7	7	7	10	8	0	11	9	0	0	0	15	13	6	12	0	28	2
afuB	NC_017638.1	278039	278401	-	363	20	2	0	2	3	7	7	0	1	1	0	0	1	0	0	0	0	0
ykgN	NC_017638.1	279249	279587	-	339	315	214	180	26	49	301	158	197	36	37	254	192	155	213	172	7	4	181
yagB	NC_017638.1	279610	279960	-	351	88	46	6	14	33	66	60	79	52	2	38	15	56	51	83	0	7	120
yagA	NC_017638.1	280054	281208	-	1155	8	25	0	5	0	0	1	0	5	0	19	0	1	0	3	0	28	0
yagE	NC_017638.1	281503	282411	+	909	456	333	50	5	1	67	136	91	1	4	16	0	572	309	38	13	39	20
yagF	NC_017638.1	282426	284393	+	1968	680	570	50	7	10	110	304	362	17	4	116	35	662	654	100	29	27	46
yagG	NC_017638.1	284635	286002	+	1368	21	13	0	29	22	14	8	1	0	5	6	0	23	10	15	5	13	11
yagH	NC_017638.1	286014	287624	+	1611	66	25	8	17	20	2	28	19	6	1	9	1	16	36	62	0	0	31
yagI	NC_017638.1	287629	288387	-	759	98	81	25	9	0	1	47	48	9	8	13	0	95	50	61	0	0	22
argF	NC_017638.1	288526	289530	-	1005	54	35	50	12	14	41	92	60	13	16	38	4	58	78	49	0	1	6
insA	NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1	290296;1040161;3561389;4498297	290571;1040436;3561664;4498572	-;+;+;+	1104	213	174	33	23	19	55	110	100	86	67	99	59	96	118	102	1	4	52
yagJ	NC_017638.1	290725	291456	+	732	175	129	42	12	0	95	106	112	37	18	70	35	91	102	153	0	13	82
yagK	NC_017638.1	291547	292173	-	627	88	74	21	31	2	56	25	42	17	17	1	16	41	34	52	1	0	28
yagL	NC_017638.1	292445	293143	-	699	78	34	27	1	0	5	47	67	7	1	62	26	9	35	16	10	0	8
yagM	NC_017638.1	293170	294024	-	855	15	10	0	0	0	0	4	0	0	0	6	1	6	1	0	0	0	0
yagN	NC_017638.1	295563	296003	-	441	1923	1350	410	34	62	581	683	617	158	157	696	289	756	817	760	35	21	480
intF	NC_017638.1	296120	297520	-	1401	528	534	180	95	128	143	161	159	89	43	186	138	177	163	154	6	13	139
yagP	NC_017638.1	297805	298215	-	411	27	22	0	28	58	38	26	29	6	14	49	53	14	15	37	13	0	36
paoD	NC_017638.1	298194	299150	-	957	30	23	2	98	144	64	9	5	6	7	48	8	14	0	42	0	3	31
yagR	NC_017638.1	299160	301358	-	2199	38	13	0	229	167	30	24	11	14	2	43	2	11	28	90	6	8	32
yagS	NC_017638.1	301355	302311	-	957	0	9	10	92	92	0	1	5	0	0	42	0	2	2	10	0	4	3
paoA	NC_017638.1	302308	302997	-	690	9	0	0	43	64	0	0	2	5	4	0	0	0	0	1	0	8	6
yagU	NC_017638.1	303415	304029	+	615	2065	2105	2180	56	29	3442	1111	1218	84	158	390	90	1209	1307	2056	4	24	1614
ykgJ	NC_017638.1	304277	304606	-	330	79	45	27	107	62	79	26	49	16	6	93	55	43	60	77	0	7	2
yagV	NC_017638.1	304919	305629	-	711	28	28	10	4	7	36	9	24	31	30	33	40	17	11	67	0	15	29
yagW	NC_017638.1	305598	307169	-	1572	126	139	192	53	43	295	100	140	79	81	229	174	140	89	320	0	6	284
yagX	NC_017638.1	307231	309756	-	2526	16	19	0	0	8	2	10	24	21	12	20	27	8	10	22	0	0	11
yagY	NC_017638.1	309782	310450	-	669	6	2	2	1	0	0	0	6	0	0	6	0	7	1	0	0	0	0
matB	NC_017638.1	310508	311095	-	588	48	63	38	2	14	39	47	72	9	0	15	12	50	54	86	0	1	85
ykgK	NC_017638.1	311170	311760	-	591	3	13	7	0	0	15	7	26	0	11	14	12	3	15	33	0	0	8
ykgL	NC_017638.1	312536	312763	+	228	16	0	17	3	0	23	5	21	25	20	37	14	1	2	5	0	0	6
ykgM	NC_017638.1	312798	313204	-	407	239	161	57	8049	8678	47	113	130	41	101	235	132	106	114	152	300	676	78
eaeH	NC_017638.1	314781	315668	+	888	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5
insE	NC_017638.1;NC_017638.1;NC_017638.1	315706;1177320;2154038	316014;1177628;2154337	+;+;+	918	56	66	125	155	175	199	80	77	57	104	183	135	98	53	208	33	22	151
ykgA	NC_017638.1	316874	317560	-	687	16	29	14	33	42	71	24	23	19	16	13	61	0	31	50	2	22	36
ykgB	NC_017638.1	318150	318743	-	594	25	30	1	0	1	0	21	20	0	0	0	17	22	17	8	0	0	0
ykgI	NC_017638.1	318755	318991	-	237	6	0	11	0	0	6	0	2	0	4	0	0	0	0	10	0	0	0
ykgC	NC_017638.1	319100	320425	-	1326	66	47	41	52	40	31	90	97	107	46	106	75	38	22	247	15	17	280
ykgD	NC_017638.1	320651	321505	+	855	17	26	9	1	4	29	1	7	2	0	0	0	10	10	29	2	0	10
ykgE	NC_017638.1	322032	322751	+	720	4393	3171	30	27	7	38	1352	1230	9	21	83	52	1778	1553	24	6	6	17
ykgF	NC_017638.1	322762	324189	+	1428	4020	2555	32	27	39	38	1598	1210	52	37	140	57	1887	1904	98	13	5	84
ykgG	NC_017638.1	324182	324877	+	696	3840	2924	47	40	32	85	1735	1553	19	7	116	120	3164	1895	114	3	8	101
ykgH	NC_017638.1	325120	325788	-	669	29	12	0	0	0	41	11	3	0	0	0	4	13	9	16	11	0	17
betA	NC_017638.1	326001	327671	-	1671	119	85	381	144	162	754	164	156	71	64	290	213	46	40	612	15	7	402
betB	NC_017638.1	327685	329157	-	1473	93	101	280	243	220	449	83	120	45	66	216	46	32	36	340	22	33	298
betI	NC_017638.1	329171	329758	-	588	23	8	44	22	10	10	7	5	11	9	84	29	15	9	38	0	0	25
betT	NC_017638.1	329932	331920	+	1989	28	24	104	57	94	169	66	73	59	34	78	187	21	14	145	9	6	108
ECDH1ME8569_0303	NC_017638.1	332290	332475	-	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yahA	NC_017638.1	332795	333883	+	1089	114	24	4	140	79	45	90	100	2	30	35	3	46	67	35	22	0	0
yahB	NC_017638.1	333925	334857	-	933	47	19	40	9	8	54	32	25	3	0	11	7	26	15	31	0	0	0
yahC	NC_017638.1	334949	335446	-	498	208	22	12	0	1	53	52	23	0	0	0	15	48	69	18	0	0	26
yahD	NC_017638.1	335704	336309	+	606	63	73	40	13	3	19	53	52	2	3	61	50	33	69	89	0	0	74
yahE	NC_017638.1	336349	337212	+	864	51	12	0	6	0	0	13	11	3	12	20	23	22	10	44	0	0	4
yahF	NC_017638.1	337202	338749	+	1548	19	8	1	17	7	29	5	17	0	2	95	10	12	21	23	0	8	27
yahG	NC_017638.1	338749	340167	+	1419	23	19	0	12	0	21	7	30	2	0	7	23	13	8	9	0	0	13
yahI	NC_017638.1	340589	341539	+	951	10	6	10	0	8	12	0	0	7	12	0	1	2	5	14	0	0	0
yahJ	NC_017638.1	341549	342931	+	1383	259	215	183	129	160	279	219	172	105	37	237	122	209	343	390	53	134	264
yahK	NC_017638.1	343308	344357	+	1050	600	553	178	977	865	303	479	519	668	470	900	558	343	382	1723	224	472	995
yahL	NC_017638.1	344600	345415	+	816	6	0	0	3	9	1	2	0	0	0	29	0	0	0	9	0	0	4
yahM	NC_017638.1	345828	346073	+	246	29	22	4	1	0	13	8	15	9	0	11	13	11	9	14	0	0	0
yahN	NC_017638.1	346090	346761	-	672	66	41	13	0	0	29	25	10	0	0	0	3	40	17	16	0	1	7
yahO	NC_017638.1	346908	347183	+	276	4626	4405	774	3716	2333	1416	2830	3002	1295	578	4356	1334	1815	1608	16093	390	404	5738
prpR	NC_017638.1	347281	348867	-	1587	12	23	12	1	12	3	21	8	8	29	26	0	2	0	38	0	0	0
prpB	NC_017638.1	349106	349996	+	891	2	3	1	554	514	0	23	17	9	0	7	0	6	6	83	0	24	23
prpC	NC_017638.1	350436	351605	+	1170	1	15	6	864	680	0	12	2	4	0	26	11	5	5	44	15	12	28
prpD	NC_017638.1	351639	353090	+	1452	6	1	8	410	315	9	10	11	3	6	0	0	1	3	41	8	1	36
prpE	NC_017638.1	353130	355016	+	1887	27	0	5	174	158	18	19	14	0	1	4	0	3	2	60	3	6	56
codB	NC_017638.1	355346	356605	+	1260	99	58	0	5	15	22	53	68	69	37	116	20	28	43	30	2	0	25
codA	NC_017638.1	356595	357878	+	1284	120	99	49	51	42	57	87	136	84	39	85	55	200	173	97	0	1	72
cynR	NC_017638.1	358215	359114	-	900	90	71	30	15	19	50	52	28	21	19	47	21	51	84	26	0	7	55
cynT	NC_017638.1	359223	359882	+	660	0	5	0	0	0	0	8	15	0	0	1	0	0	2	0	0	0	0
cynS	NC_017638.1	359913	360383	+	471	5	14	0	14	1	0	8	1	11	0	16	0	21	20	8	0	11	4
cynX	NC_017638.1	360416	361570	+	1155	37	11	0	10	24	19	40	12	0	7	1	29	21	65	54	7	12	6
lacA	NC_017638.1	361673	362284	-	612	1	21	39	8	4	68	0	8	49	33	28	23	12	15	437	1	0	260
lacY	NC_017638.1	362350	363603	-	1254	15	2	86	3	31	215	1	1	289	145	172	96	12	27	1543	7	1	1498
lacZ	NC_017638.1	363655	366729	-	3075	41	20	246	23	6	280	21	15	807	677	436	210	129	98	3949	10	22	2952
lacI	NC_017638.1	366852	367943	-	1092	46616	38657	11899	20852	18920	20172	15954	16346	9613	13048	16423	7120	92	101	100	52	61	135
mhpR	NC_017638.1	368011	368958	-	948	43	65	13	30	20	118	6	0	35	58	302	127	27	11	237	0	1	109
mhpA	NC_017638.1	369035	370699	+	1665	0	0	0	0	0	0	0	0	10	5	9	5	1	0	12	0	0	0
mhpB	NC_017638.1	370701	371645	+	945	0	0	0	13	0	1	0	0	0	0	5	0	0	0	15	0	0	0
mhpC	NC_017638.1	371663	372529	+	867	11	0	3	0	5	7	4	0	0	0	27	4	0	4	8	0	0	37
mhpD	NC_017638.1	372539	373348	+	810	0	0	0	9	13	0	0	1	10	0	17	0	12	0	11	0	12	2
mhpF	NC_017638.1	373345	374295	+	951	0	4	7	20	2	8	2	13	5	0	15	17	1	15	7	8	0	0
mhpE	NC_017638.1	374292	375305	+	1014	8	8	34	8	3	25	3	8	26	16	0	15	1	13	21	0	0	80
mhpT	NC_017638.1	375883	377094	+	1212	24	20	7	17	12	2	2	40	0	2	50	10	15	4	26	0	6	47
yaiL	NC_017638.1	377196	377735	+	540	376	508	74	62	71	161	239	353	44	16	227	25	530	554	158	8	11	120
frmB	NC_017638.1	377959	378792	-	834	1736	666	526	165	83	642	485	552	132	189	646	507	415	932	693	9	13	452
frmA	NC_017638.1	378886	379995	-	1110	740	776	318	138	140	452	552	471	86	26	536	290	339	545	651	24	22	347
frmR	NC_017638.1	380030	380305	-	276	386	404	160	56	61	243	304	377	41	42	162	206	151	127	407	2	7	146
yaiO	NC_017638.1	380493	381266	-	774	33	64	29	51	54	69	34	36	17	9	31	7	15	20	72	17	20	53
yaiX	NC_017638.1	381268	381711	-	444	0	5	35	1	4	0	1	2	0	0	2	0	0	0	6	0	0	3
insC	NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1	381730;1016493;1280354;3164049;4477997	382140;1016903;1280764;3164459;4478407	+;+;+;+;+	2055	1387	991	678	688	489	1198	726	656	212	155	891	425	940	1172	1951	58	148	940
insD	NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1;NC_017638.1	382080;1016861;1280722;3164417;4478347;1450103;2052755	383003;1017766;1281627;3165322;4479270;1451008;2053660	+;+;+;+;+;-;-	6378	892	624	322	298	267	561	392	384	130	52	516	263	355	422	801	28	51	563
yaiF	NC_017638.1	382928	383314	-	387	13	15	9	2	1	5	2	3	5	3	9	16	0	6	20	0	0	5
yaiP	NC_017638.1	383163	384359	-	1197	3	0	10	0	0	16	0	0	0	3	7	6	13	0	6	0	6	0
yaiS	NC_017638.1	384483	385040	-	558	0	0	0	0	0	0	0	10	7	6	0	15	0	0	0	0	0	0
tauA	NC_017638.1	385656	386618	+	963	8	0	62	28	16	149	3	15	0	5	27	0	1	17	40	5	20	52
tauB	NC_017638.1	386631	387398	+	768	19	10	135	51	48	291	6	29	5	3	19	28	2	9	18	7	21	28
tauC	NC_017638.1	387395	388222	+	828	6	6	61	39	30	174	8	1	41	10	31	7	10	6	8	4	13	23
tauD	NC_017638.1	388219	389070	+	852	15	3	35	21	27	97	9	17	17	0	0	20	12	10	39	2	3	20
hemB	NC_017638.1	389177	390151	-	975	2713	1915	644	428	351	1027	1407	1257	243	137	1679	646	1590	1561	1312	24	42	620
ykiB	NC_017638.1	390321	390539	-	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yaiT	NC_017638.1	390675	392135	+	1461	63	76	56	23	20	27	25	65	23	20	13	26	3	12	40	9	0	21
insF	NC_017638.1	392163	393029	-	867	50	32	42	25	5	46	28	29	9	15	32	14	37	30	52	10	10	33
yaiU	NC_017638.1	393439	394842	+	1404	201	231	94	77	97	215	195	219	118	41	553	188	97	113	423	39	68	221
yaiV	NC_017638.1	394885	395553	+	669	41	18	25	8	1	11	31	15	6	9	23	3	14	41	8	0	0	5
ampH	NC_017638.1	395554	396711	-	1158	204	119	3	16	24	21	69	72	11	19	62	27	121	168	34	10	6	11
sbmA	NC_017638.1	397063	398283	+	1221	123	133	101	54	90	128	118	111	49	40	80	62	51	125	190	11	8	134
yaiW	NC_017638.1	398296	399390	+	1095	84	92	20	63	40	70	88	103	48	35	139	100	71	136	183	1	13	105
yaiY	NC_017638.1	399449	399757	-	309	0	0	0	7	0	0	0	0	0	0	0	0	0	3	11	0	0	0
yaiZ	NC_017638.1	400017	400229	+	213	691	502	276	65	66	373	494	375	101	60	277	183	140	266	397	3	22	367
ddl	NC_017638.1	400253	401347	-	1095	1356	1083	352	102	70	598	718	700	146	79	284	100	1535	1586	916	6	32	432
iraP	NC_017638.1	401810	402070	+	261	88	112	96	244	176	167	101	95	1	15	21	25	24	72	158	12	16	172
phoA	NC_017638.1	402171	403586	+	1416	137	100	198	11667	9260	370	103	91	50	43	105	44	59	80	212	72	204	154
psiF	NC_017638.1	403705	404025	+	321	159	87	131	1120	1215	69	130	147	292	223	245	56	52	57	487	124	143	549
yaiC	NC_017638.1	404127	405242	+	1116	34	18	8	159	96	4	25	0	40	20	47	15	12	8	68	74	121	41
proC	NC_017638.1	405259	406068	-	810	218	226	139	43	109	158	170	154	140	110	169	64	361	471	413	6	16	172
yaiI	NC_017638.1	406188	406646	+	459	103	85	33	14	1	28	90	108	12	1	31	10	204	118	61	13	0	48
aroL	NC_017638.1	406829	407353	+	525	907	500	117	53	25	187	554	481	70	80	368	104	651	758	731	11	53	281
yaiA	NC_017638.1	407403	407594	+	192	575	430	202	375	437	236	409	323	370	255	266	156	275	384	787	347	586	629
aroM	NC_017638.1	407852	408529	+	678	240	177	54	59	34	20	147	156	80	53	100	18	116	142	164	16	26	79
yaiE	NC_017638.1	408601	408885	+	285	387	330	233	81	45	499	201	206	113	48	128	48	216	228	573	14	20	312
ykiA	NC_017638.1	409093	409374	+	282	93	31	24	23	15	25	31	32	0	5	1	3	12	28	36	0	0	6
rdgC	NC_017638.1	409532	410509	-	978	531	429	77	47	3	97	404	525	12	24	133	73	830	666	165	3	0	80
mak	NC_017638.1	410568	411476	+	909	312	250	133	28	53	258	170	211	14	27	126	84	246	216	260	1	2	180
araJ	NC_017638.1	411721	412989	-	1269	192	166	109	59	45	140	104	124	70	34	114	48	91	163	257	3	11	90
sbcC	NC_017638.1	413031	416177	-	3147	259	273	26	25	31	19	168	161	50	7	164	49	235	311	90	0	0	63
sbcD	NC_017638.1	416174	417376	-	1203	223	199	21	27	6	59	142	107	9	32	23	19	266	349	53	0	0	29
phoB	NC_017638.1	417566	418255	+	690	156	145	124	1014	885	213	110	124	89	91	93	121	103	147	349	147	186	71
phoR	NC_017638.1	418313	419608	+	1296	210	41	64	1533	1587	96	152	172	60	47	90	37	99	126	127	373	429	147
brnQ	NC_017638.1	420015	421334	+	1320	3799	2525	258	422	358	468	2321	2577	212	163	345	226	3730	4148	650	52	68	323
proY	NC_017638.1	421410	422783	+	1374	1338	1025	379	72	33	410	1009	965	119	132	228	77	1176	1692	275	3	32	254
malZ	NC_017638.1	422939	424756	+	1818	581	639	48	35	43	145	442	397	22	24	66	38	638	965	144	1	0	52
yajB	NC_017638.1	424761	425342	-	582	369	178	94	87	57	152	136	132	203	235	329	227	177	159	625	96	125	212
queA	NC_017638.1	425435	426505	+	1071	1272	1183	340	23	25	410	598	615	48	38	487	169	428	660	135	7	28	64
tgt	NC_017638.1	426561	427688	+	1128	2116	2201	386	117	90	851	1033	750	118	78	854	206	1049	1158	388	24	6	298
yajC	NC_017638.1	427711	428043	+	333	1525	1147	190	134	41	236	892	660	109	27	384	170	882	992	379	0	7	219
secD	NC_017638.1	428104	429918	+	1815	4939	3299	900	402	486	1247	2661	2654	306	263	1105	449	3733	4785	1039	12	38	700
secF	NC_017638.1	429929	430900	+	972	1863	1233	857	124	102	766	1001	1183	203	130	416	238	1564	1818	670	9	49	415
yajD	NC_017638.1	431029	431376	+	348	90	94	79	18	0	125	103	145	11	9	48	13	140	191	78	0	1	37
tsx	NC_017638.1	431553	432437	-	885	12292	9237	1367	252	131	2544	7937	7811	471	300	1771	723	9255	9617	1543	10	33	1102
yajI	NC_017638.1	432736	433275	-	540	45	40	172	25	21	162	47	55	25	33	79	26	38	77	180	12	2	174
nrdR	NC_017638.1	433426	433875	+	450	373	258	135	25	9	311	196	191	42	14	169	78	241	356	357	5	12	139
ribD	NC_017638.1	433879	434982	+	1104	968	531	314	196	142	301	477	597	141	90	361	159	647	689	601	38	37	337
ribH	NC_017638.1	435071	435541	+	471	1608	1573	124	82	60	342	1242	1215	47	32	571	255	996	1521	631	65	29	307
nusB	NC_017638.1	435561	435980	+	420	4172	3475	429	195	133	684	2880	2687	417	183	1723	708	2956	4226	1590	118	180	668
thiL	NC_017638.1	436058	437035	+	978	863	891	251	75	96	287	689	685	92	55	560	262	684	1434	593	68	84	393
pgpA	NC_017638.1	437013	437531	+	519	600	597	632	102	68	551	535	541	231	207	535	498	446	533	1185	31	25	1121
yajO	NC_017638.1	437585	438559	-	975	2121	1473	466	1176	1190	743	1005	983	319	143	631	321	852	1155	2695	248	413	1392
